scale,tiles,n,m,run,seed,algorithm,objective_type,status,objective,runtime,bbox_width,bbox_height,num_tiles,total_crossovers,crossovers_needing_completion,total_tiles_completed,completion_rate,avg_tiles_per_incomplete
1d,200,1,2,2,142,merge_greedy,area,success,5,9.405765989,5,1,200,,,,,
1d,200,1,2,2,142,greedy,area,success,5,0.008411587,5,1,200,,,,,
1d,200,1,2,2,142,stochastic_greedy,area,success,5,0.00816004,5,1,200,,,,,
1d,200,1,2,2,142,genetic_greedy,area,success,5,4.156931043,5,1,200,28254,0,0,0.0,
1d,200,1,2,2,142,genetic_stochastic,area,success,5,4.405306476,5,1,200,28296,127,6606,0.004488266892847046,52.01574803149607
1d,200,1,2,3,242,merge_greedy,area,success,6,9.432022496,6,1,200,,,,,
1d,200,1,2,3,242,greedy,area,success,5,0.009017999,5,1,200,,,,,
1d,200,1,2,3,242,stochastic_greedy,area,success,5,0.009097693,5,1,200,,,,,
1d,200,1,2,3,242,genetic_greedy,area,success,5,4.346009988,5,1,200,28422,63,3402,0.002216592780240659,54.0
1d,200,1,2,3,242,genetic_stochastic,area,success,5,4.385480766,5,1,200,28284,165,8172,0.005833686890114553,49.527272727272724
